"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 00:02:33 GMT 2024","Wed Aug 07 00:03:02 GMT 2024","28794","","","","","","Validate Council Output [EastSuffolkCouncil]",""
"passed","Wed Aug 07 00:04:43 GMT 2024","Wed Aug 07 00:07:07 GMT 2024","143308","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil]",""
"passed","Wed Aug 07 00:04:32 GMT 2024","Wed Aug 07 00:04:43 GMT 2024","11389","","","","","","Validate Council Output [NorthLincolnshireCouncil]",""
"failed","Wed Aug 07 00:07:21 GMT 2024","Wed Aug 07 00:07:23 GMT 2024","2095","","","","","","Validate Council Output [SouthTynesideCouncil]",""
"passed","Wed Aug 07 00:07:27 GMT 2024","Wed Aug 07 00:09:56 GMT 2024","149803","","","","","","Validate Council Output [SunderlandCityCouncil]",""
"passed","Wed Aug 07 00:07:25 GMT 2024","Wed Aug 07 00:07:27 GMT 2024","1558","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"passed","Wed Aug 07 00:10:55 GMT 2024","Wed Aug 07 00:10:59 GMT 2024","4142","","","","","","Validate Council Output [WokingBoroughCouncil]",""
"failed","Wed Aug 07 00:00:25 GMT 2024","Wed Aug 07 00:00:26 GMT 2024","779","","","","","","Validate Council Output [EastDevonDC]",""
"passed","Tue Aug 06 23:57:49 GMT 2024","Tue Aug 06 23:58:19 GMT 2024","30383","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil]",""
"passed","Wed Aug 07 00:02:25 GMT 2024","Wed Aug 07 00:02:31 GMT 2024","5081","","","","","","Validate Council Output [LondonBoroughHounslow]",""
"passed","Wed Aug 07 00:10:10 GMT 2024","Wed Aug 07 00:10:11 GMT 2024","1142","","","","","","Validate Council Output [WarwickDistrictCouncil]",""
"failed","Wed Aug 07 00:10:52 GMT 2024","Wed Aug 07 00:10:55 GMT 2024","3139","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil]",""
"passed","Tue Aug 06 23:58:31 GMT 2024","Wed Aug 07 00:00:18 GMT 2024","106713","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
